기관명,주소,위도,경도,카테고리_대,카테고리_소
닥터킴이비인후과의원,"서울특별시 영등포구 여의나루로 42, 407호 (여의도동, 여의도종합상가)",37.52147023,126.9249711,병원,의원
닥터탁성형외과의원,"서울특별시 서초구 강남대로 423, 한승빌딩 901호 (서초동)",37.50030971,127.0258153,병원,의원
닥터파크한의원,"서울특별시 금천구 가산로 99, 2층 201-3,201-4호 (가산동, 두산위브아파트)",37.47615677,126.8912894,병원,한의원
닥터포미의원,서울특별시 송파구 마천로 43 (방이동),37.50897731,127.125676,병원,의원
닥터포유의원,"서울특별시 마포구 양화로 64, 4층 (서교동, 서교제일빌딩)",37.55030958,126.915803,병원,의원
닥터포유의원,"서울특별시 종로구 청계천로 71, 401호 (관철동,계원빌딩)",37.56878347,126.9855,병원,의원
닥터포유치과의원,"서울특별시 송파구 백제고분로42길 10, 2층 201호 (송파동, 동화빌딩)",37.50549942,127.1096836,병원,치과의원
닥터프라임치과의원,"서울특별시 강남구 테헤란로 101, 이즈타워1302호 일부 (역삼동)",37.49862323,127.0280657,병원,치과의원
닥터플란트치과의원,서울특별시 도봉구 마들로11길 73 (창동),37.65325675,127.0490606,병원,치과의원
닥터핏의원,"서울특별시 강남구 강남대로 528, 4층 (논현동, 원앤원63.5빌딩)",37.50929563,127.0226432,병원,의원
닥터하엘치과의원,"서울특별시 중랑구 동일로 786, 두암빌딩 3층 2호 (중화동)",37.60071728,127.079986,병원,치과의원
닥터허스템의원,"서울특별시 용산구 백범로 278, 3층 301호 (효창동, 효창빌딩)",37.53960917,126.9601134,병원,의원
닥터허치과의원,"서울특별시 강남구 영동대로 701 (청담동, 베네타워 5층일부)",37.5201692,127.056369,병원,치과의원
김비뇨기과의원,서울특별시 서대문구 통일로 435-2 (홍제동),37.58780822,126.9448698,병원,의원
닥터홈즈의원,"서울특별시 강남구 강남대로152길 45, 우림빌딩2층,3층,4층일부,5층 (신사동)",37.51839445,127.0229862,병원,의원
휴먼피부과의원,"서울특별시 광진구 아차산로 502, 진넥스오딧세이 202,203호 (광장동)",37.54135679,127.0972323,병원,의원
닥터권치과의원,"서울특별시 중구 다산로 114, 3.4층 (신당동)",37.55395691,127.0104265,병원,치과의원
나음정신건강의학과의원,서울특별시 중랑구 사가정로 389 (면목동),37.58609754,126.9475023,병원,의원
닥터홍가정의학과의원,"서울특별시 성동구 한림말1길 16, 2층 (옥수동)",37.54257355,127.0164694,병원,의원
닥터홍바른치과의원,"서울특별시 서초구 강남대로 220, 3층 (양재동)",37.48365039,127.035419,병원,치과의원
닥터홍이비인후과의원,"서울특별시 동대문구 답십리로 273, 한양빌딩 4층 (장안동)",37.57268442,127.0708223,병원,의원
닥터홍치과의원,"서울특별시 강남구 삼성로 754, 3층 (청담동, J.K빌딩)",37.52243406,127.048643,병원,치과의원
닥터황성장의원,"서울특별시 서초구 강남대로 589, 멀버리힐스 1동 7층 701호 (잠원동)",37.51444068,127.0193864,병원,의원
닥터효내과의원,"서울특별시 용산구 서빙고로 17, 2층 105~107호 (한강로3가)",37.52503566,126.9678124,병원,의원
닥터훈소아청소년과의원,"서울특별시 마포구 월드컵로13길 79, 105호 (망원동, 해오름 주상복합)",37.55487627,126.9058791,병원,의원
단단치과의원,"서울특별시 송파구 양산로 40, 드림빌딩 3층 (거여동)",37.49240337,127.1443924,병원,치과의원
단단플란트치과의원,"서울특별시 관악구 남부순환로 2064, 6층 (남현동)",37.47640216,126.9780989,병원,치과의원
단비소아청소년과의원,"서울특별시 성동구 행당로 87, 411호 (행당동, 대림리빙프라자)",37.55729212,127.0285443,병원,의원
휴먼피부과의원,"서울특별시 관악구 관악로 186, 2층 (봉천동)",37.48156228,126.9533774,병원,의원
나인의원,서울특별시 강남구 논현로 865 동호빌딩 2층 (신사동),37.52594183,127.0281826,병원,의원
구나한의원,"서울특별시 동작구 강남초등길 8, 지하1~2층 (상도1동)",37.5066796,126.9519079,병원,한의원
단아연한의원,"서울특별시 광진구 아차산로 235, 4층 (화양동)",37.54061293,127.0695302,병원,한의원
단아의원,"서울특별시 중구 명동7길 21, 314, 315호 (을지로2가, 명동아르누보센텀)",37.56473129,126.9838589,병원,의원
단아치과의원,서울특별시 중랑구 봉화산로56길 87 (신내동),37.60479801,127.0977424,병원,치과의원
단아치과의원,"서울특별시 구로구 공원로 47, 도림두산베어스타워 201호 (구로동)",37.5010208,126.889644,병원,치과의원
단아한의원,"서울특별시 강서구 공항대로61길 42, 201호 (염창동)",37.55272561,126.8663834,병원,한의원
단우한의원,"서울특별시 송파구 가락로 168, 부성빌딩 201호 (송파동)",37.50378424,127.1140872,병원,한의원
네오유성형외과의원,"서울특별시 강남구 강남대로 446, 한웰빌딩 5층 (역삼동)",37.5023892,127.0259471,병원,의원
단전한의원,서울특별시 은평구 통일로85길 3 (갈현동),37.62207432,126.9192218,병원,한의원
단침한의원,"서울특별시 종로구 새문안로 89, 4층 401호 (신문로1가, 정우빌딩)",37.57047602,126.9745128,병원,한의원
휴먼피부과의원,"서울특별시 용산구 서빙고로 17, 센트럴파크 몰동 2층 203호 ~208호, 2017호, 2018호 (한강로3가)",37.52690561,126.9665662,병원,의원
단풍나무한의원,"서울특별시 구로구 오류로8길 57, 대성빌딩 3층일부 (오류동)",37.49240231,126.8433868,병원,한의원
단하한의원,"서울특별시 광진구 자양로15길 27, 2층 (자양동)",37.53555993,127.0821828,병원,한의원
단한의원,"서울특별시 서초구 방배로10길 4, 거양빌딩 1호 (방배동)",37.48090832,126.9983358,병원,한의원
김재홍한의원,"서울특별시 강서구 화곡로 199, 2층 (화곡동)",37.54357497,126.842877,병원,한의원
김승환이비인후과의원,서울특별시 강동구 양재대로 1637 (명일동),37.52577868,126.8602908,병원,의원
달과궁한의원,"서울특별시 종로구 송월길 99, 2221호,2222호 (홍파동, 경희궁자이 2단지)",37.56955051,126.9634947,병원,한의원
달라스치과의원,"서울특별시 노원구 동일로 1363, 4층 (상계동, 명지프라자빌딩)",37.65044033,127.0612805,병원,치과의원
달려라병원,"서울특별시 강동구 천호대로 1110, 지하5~지상9층 (성내동)",37.53408148,127.1409285,병원,병원
다통한여의도의원,"서울특별시 영등포구 의사당대로 97, 2,4층 (여의도동, 교보증권빌딩)",37.52251614,126.924586,병원,의원
김인호소아과의원,"서울특별시 송파구 송파대로 380 (송파동, 2층)",37.50167321,127.1108484,병원,의원
달리마정형외과의원,"서울특별시 은평구 진관2로 12, 207~210호 (진관동)",37.63425763,126.918551,병원,의원
달리자한의원,"서울특별시 강서구 양천로 73, 멤브로메디컬센터 2층 205, 206호 (방화동)",37.57372519,126.811826,병원,한의원
달비성형외과의원,"서울특별시 강남구 도산대로1길 13, ICT TOWER 2층 (신사동)",37.51747329,127.019821,병원,의원
달팽이이비인후과의원,"서울특별시 양천구 중앙로 262, 메디바이오플렉스 502,503호 (신정동)",37.51984678,126.8534025,병원,의원
달팽이이비인후과의원,"서울특별시 노원구 동일로 1000, 2층 203호 (공릉동)",37.61948899,127.0755263,병원,의원
담담정신건강의학과의원,"서울특별시 중구 을지로 100, 파인에비뉴 B동 4층 B401호 (을지로2가)",37.56564902,126.9881426,병원,의원
담소유병원,"서울특별시 강남구 학동로 234, 담소유빌딩 (논현동)",37.51486049,127.0346143,병원,병원
담소치과의원,"서울특별시 강북구 삼양로 258, 3층 (미아동)",37.62641978,127.0184277,병원,치과의원
담스의원,"서울특별시 중구 다산로 112, 담스빌딩 3층 (신당동)",37.55378672,127.0103778,병원,의원
담은치과의원,"서울특별시 송파구 오금로11길 7, 제이타워빌딩 3층 (방이동)",37.51455438,127.1079666,병원,치과의원
담의원,"서울특별시 강남구 삼성로126길 6, 지하2층 일부(삼성동, 보고재빌딩)",37.51754024,127.0516702,병원,의원
김치과의원,"서울특별시 강남구 압구정로 334, 203호 (신사동)",37.52815813,127.0380769,병원,치과의원
담주한의원,"서울특별시 중랑구 봉화산로 203, 동성상가 B동 201호~205호 (신내동)",37.60725325,127.0954952,병원,한의원
답십리경희한의원,"서울특별시 동대문구 사가정로 80, 답십리 뉴타운 카운티 에비뉴 310, 311호 (답십리동)",37.57522379,127.0549266,병원,한의원
답십리늘채움신경외과의원,"서울특별시 동대문구 전농로 38, 3, 4층 (답십리동)",37.56825403,127.0572409,병원,의원
김순영소아과의원,"서울특별시 서초구 신반포로 31, I동 3호 (반포동, 구반포상가)",37.50176065,126.9880484,병원,의원
답십리마디튼튼의원,"서울특별시 동대문구 고미술로 81, 2층 203, 204, 205호 (답십리동)",37.56560024,127.0557219,병원,의원
답십리설정형외과의원,"서울특별시 동대문구 전농로 36, 3층 302호,303호 (답십리동)",37.5680105,127.0574061,병원,의원
답십리연세정형외과의원,"서울특별시 동대문구 전농로 24, 계림빌딩 3층 (답십리동)",37.56701623,127.0568869,병원,의원
답십리우리한의원,"서울특별시 동대문구 전농로 36, 답십리포레스트스퀘어 4층 403호 (답십리동)",37.5680105,127.0574061,병원,한의원
답십리한의원,"서울특별시 동대문구 고미술로 81, 3층 (답십리동)",37.56560024,127.0557219,병원,한의원
당봄한의원,"서울특별시 종로구 수표로 96, 국일관드림펠리스 6층 (관수동)",37.56970502,126.9900242,병원,한의원
당봄한의원,"서울특별시 강남구 테헤란로43길 8, KODECO TOWER 1층 (역삼동)",37.50376925,127.0442298,병원,한의원
당산경희한의원,"서울특별시 영등포구 양평로 24-1, 2~3층 (당산동6가)",37.53332179,126.9035723,병원,한의원
당산본정형외과의원,"서울특별시 영등포구 당산로 166, 2-3층 (당산동4가, 박의원 빌딩)",37.52911336,126.8984774,병원,의원
당산삼보한의원,"서울특별시 영등포구 양평로 16, 601호 (당산동6가, 당산동 대정프라자)",37.53288556,126.9045002,병원,한의원
당산상쾌한이비인후과의원,"서울특별시 영등포구 당산로 223, 5층 (당산동5가, 태영스타밸류빌딩)",37.53373525,126.901161,병원,의원
당산서울치과의원,서울특별시 영등포구 양평로 16 (당산동6가),37.53288556,126.9045002,병원,치과의원
당산수치과의원,"서울특별시 영등포구 양평로 22, 9층 (당산동6가)",37.53315729,126.9039335,병원,치과의원
당산원치과의원,"서울특별시 영등포구 당산로 231, 대원빌딩 5층 (당산동6가)",37.53452106,126.9018681,병원,치과의원
김안과의원,서울특별시 강서구 강서로 261,37.54924814,126.8360592,병원,의원
당산정형외과의원,"서울특별시 영등포구 양평로 20, 020타워 3층 (당산동6가)",37.53311195,126.9041261,병원,의원
당산제일치과의원,"서울특별시 영등포구 양평로 12, 정오빌딩 4층 (당산동6가)",37.53269099,126.9048917,병원,치과의원
당산치과의원,"서울특별시 영등포구 영중로 134-1, 문성빌딩 (영등포동8가)",37.52829429,126.9061342,병원,치과의원
당산튼튼본의원,"서울특별시 영등포구 양평로 47, 6층 (당산동5가)",37.53387223,126.9009818,병원,의원
당산한결정신건강의학과의원,"서울특별시 영등포구 양평로 46, 4층 (당산동6가)",37.53446754,126.9016459,병원,의원
당산한의원,"서울특별시 영등포구 도림로 148, 2층 (대림동, 대동빌딩)",37.49359868,126.8984926,병원,한의원
당산헤스티아여성의원,"서울특별시 영등포구 양평로 68, 디엔빌딩 8층 (당산동6가)",37.53537025,126.899505,병원,의원
당신만의가치벨유의원,"서울특별시 중구 명동길 32, 4층 (명동2가)",37.56356878,126.9841723,병원,의원
당신의숲정신건강의학과의원,"서울특별시 중구 남대문로9길 6, 대한빌딩 4층 (다동)",37.5669435,126.9819528,병원,의원
당신의정신건강의학과의원,"서울특별시 서초구 강남대로 359, 2층 207호 (서초동)",37.49479896,127.0286098,병원,의원
남비뇨기과의원,서울특별시 영등포구 여의나루로 42  (여의도동),37.52146942,126.924973,병원,의원
당신한의원,"서울특별시 용산구 청파로 251-1, 3층 301호 (청파동3가)",37.54209587,126.970332,병원,한의원
대가연마취통증의학과의원,"서울특별시 송파구 중대로 193, 2,3,6,7층 (가락동, 주식회사홈캐스트)",37.49934753,127.1257851,병원,의원
대광한의원,"서울특별시 종로구 숭인동길 24, 1층 (숭인동)",37.57598767,127.0219134,병원,한의원
대길한의원,"서울특별시 송파구 충민로2길 26, 장지플라자 301호 (장지동)",37.47743271,127.1273613,병원,한의원
김지한안과의원,"서울특별시 관악구 호암로 600, 2층 (신림동)",37.47067591,126.9337283,병원,의원
대나무한의원,"서울특별시 서대문구 통일로 460, 2층 (홍제동)",37.5896138,126.9434936,병원,한의원
대나무한의원,"서울특별시 종로구 북촌로 2, 2층 (재동)",37.57725443,126.9861789,병원,한의원
대남의원,"서울특별시 용산구 후암로 45-1 (후암동, 대남의원)",37.54993176,126.9771651,병원,의원
